estateObjectId;value
690493;0.0008493666069140124
500721;0.0021798990970555493
525304;0.002138019457750461
550342;0.0006398544685525246
550345;0.0006398544685525246
586878;0.0006398544685525246
596319;0.0006398544685525246
596347;0.0006398544685525246
602730;0.0008664345100371403
612970;0.0007159572583694193
631695;0.0006756255790753786
635152;0.0006756255790753786
636179;0.0006756255790753786
636191;0.0006756255790753786
636293;0.0021380194577504614
641641;0.0021380194577504614
642949;0.0022363342464461816
666374;0.0006398544685525246
666714;0.0007826714167968121
668406;0.002058597670884744
668410;0.002058597670884744
669418;0.000793515565520275
672076;0.0020960949877931543
673059;0.0021380194577504614
674454;0.0011915221094011678
674455;0.0011915221094011678
674485;0.0011915221094011678
674487;0.0011915221094011678
674489;0.0011915221094011678
674492;0.0011915221094011678
674496;0.0011915221094011678
674503;0.0011915221094011678
674505;0.0011915221094011678
674507;0.0011915221094011678
674511;0.0011915221094011678
674512;0.0011915221094011678
674514;0.0011915221094011678
678236;0.0007826714167968121
679868;0.0005507595019831687
682797;0.0008647108384302858
684517;0.0017218336904756821
686397;0.000737156920692508
688336;0.002058597670884744
688667;0.0017218336904756821
689250;0.0007376916593833802
689253;0.0021380194577504614
690878;0.0005507595019831687
695879;0.0006334664258016567
696870;0.0006398544685525246
501182;0.000758070436125692
501503;0.0007533206838794967
501523;0.0007533206838794967
501525;0.0007533206838794967
501767;0.0006398544685525246
501783;0.000758070436125692
501963;0.0007533206838794967
502679;0.0005562229999302809
505442;0.0021798990970555493
507757;0.0008647108384302858
507811;0.0008976260843241876
508702;0.000758070436125692
509539;0.0020758475492578246
509788;0.0008291586525302517
509796;0.0008291586525302517
509797;0.0008291586525302517
509803;0.0008291586525302517
509890;0.0008291586525302517
509891;0.0008291586525302517
509893;0.0008291586525302517
509901;0.0008291586525302517
510323;0.0008647108384302858
510326;0.0008647108384302858
510335;0.0008647108384302858
512830;0.002058597670884744
512869;0.002058597670884744
512871;0.002058597670884744
512991;0.002058597670884744
512997;0.002058597670884744
513065;0.002058597670884744
513104;0.002058597670884744
513105;0.002058597670884744
513106;0.002058597670884744
514478;0.0021380194577504614
516017;0.0008361630283451823
516954;0.0020960949877931543
517181;0.0020960949877931543
517649;0.0007476524785557181
