estateObjectId;value
690493;0.00154138732086512
500721;0.0011950832985227072
525304;0.0010691384079853322
550342;0.0006699047331777391
550345;0.0006699047331777391
586878;0.0006699047331777391
596319;0.0006699047331777391
596347;0.0006699047331777391
602730;0.0011482563625965117
612970;0.0009308106643558456
631695;0.001363120927151235
635152;0.001363120927151235
636179;0.001363120927151235
636191;0.001363120927151235
636293;0.0012469396631667707
641641;0.0012469396631667707
642949;0.0012448571787214925
666374;0.0006699047331777391
666714;0.001518140402069315
668406;0.001187450933299365
668410;0.001187450933299365
669418;0.0011482563625965117
672076;0.00116420401450356
673059;0.0012469396631667707
674454;0.0016237730111616528
674455;0.0016237730111616528
674485;0.0016237730111616528
674487;0.0016237730111616528
674489;0.0016237730111616528
674492;0.0016237730111616528
674496;0.0016237730111616528
674503;0.0016237730111616528
674505;0.0016237730111616528
674507;0.0016237730111616528
674511;0.0016237730111616528
674512;0.0016237730111616528
674514;0.0016237730111616528
678236;0.0015181404020693148
679868;0.000407698837442317
682797;0.0014482969978394514
684517;0.0005690084116597613
686397;0.0016237730111616523
688336;0.001187450933299365
688667;0.0005690084116597613
689250;0.0010842071743691604
689253;0.0012469396631667707
690878;0.000407698837442317
695879;0.0011553161468876585
696870;0.0006699047331777391
501182;0.0011047970442543047
501503;0.0013437922978459524
501523;0.0013437922978459524
501525;0.0013437922978459524
501767;0.0006699047331777391
501783;0.0010268259324678437
501963;0.0013437922978459524
502679;0.001007407699572261
505442;0.0011950832985227072
507757;0.0014482969978394514
507811;0.0014507459239955726
508702;0.0010268259324678437
509539;0.0011595460474553335
509788;0.0010768103376662924
509796;0.0010768103376662924
509797;0.0010768103376662924
509803;0.0010768103376662924
509890;0.0010768103376662924
509891;0.0010768103376662924
509893;0.0010768103376662924
509901;0.0010768103376662924
510323;0.0014482969978394514
510326;0.0014482969978394514
510335;0.0014482969978394514
512830;0.001187450933299365
512869;0.001187450933299365
512871;0.001187450933299365
512991;0.001187450933299365
512997;0.001187450933299365
513065;0.001187450933299365
513104;0.001187450933299365
513105;0.001187450933299365
513106;0.001187450933299365
514478;0.0012469396631667707
516017;0.0010842071743691606
516954;0.0012051860190900648
517181;0.0012051860190900648
517649;0.0014786364903498258
517652;0.0011577586135716818
518575;0.0015181404020693148
518838;0.000407698837442317
519745;0.001106165231350618
520569;0.0011046769213010979
520889;0.0010691384079853322
520930;0.0013631209271512347
521326;0.0006699047331777391
521926;0.0012469396631667707
522390;0.001187450933299365
524167;0.0011950832985227072
526189;0.0012469396631667707
526190;0.0012469396631667707
526987;0.0012469396631667707
527037;0.0012469396631667707
527038;0.0012469396631667707
527041;0.0012469396631667707
527042;0.0012469396631667707
527600;0.001187450933299365
527955;0.0006699047331777391
528318;0.0005690084116597613
528321;0.0005690084116597613
529696;0.0011972750125341918
530091;0.001187450933299365
531314;0.0011047970442543047
531447;0.0012469396631667707
531654;0.0011047970442543047
531661;0.0011047970442543047
531715;0.0011950832985227072
532174;0.0011047970442543047
532527;0.0012469396631667707
532659;0.0009265718539343576
533277;0.001363120927151235
534031;0.0010597125069923467
534751;0.0006699047331777391
535227;0.0010597125069923467
535367;0.0012469396631667707
537579;0.0011482563625965117
537642;0.0012469396631667707
540049;0.001363120927151235
540251;0.0008748751797574109
540260;0.0008748751797574109
541558;0.001187450933299365
542080;0.0012469396631667707
543469;0.0014565934699926463
545174;0.001195083298522707
545763;0.0010268259324678437
545784;0.001363120927151235
547236;0.0012469396631667707
547961;0.0008049007110507488
549234;0.0015181404020693148
549704;0.0014507459239955726
550155;0.0012469396631667707
550705;0.001187450933299365
550982;0.0014507459239955726
552807;0.001187450933299365
553383;0.001363120927151235
553852;0.0012950151721086082
554601;0.0016237730111616523
555948;0.0010597125069923467
556754;0.0007659203619321352
557029;0.0011577586135716818
557237;0.0011577586135716818
557239;0.0011577586135716818
557503;0.001654971689104272
557568;0.0011595460474553335
557575;0.001007407699572261
557854;0.001007407699572261
558259;0.0006699047331777391
558266;0.0016237730111616523
559498;0.0008049007110507488
559739;0.001375503252268989
559744;0.0011950832985227072
559760;0.0011950832985227072
559829;0.0014482969978394514
561452;0.0012469396631667707
561936;0.0016237730111616523
562057;0.001398160926467235
562236;0.001363120927151235
562273;0.0011950832985227072
562274;0.0011950832985227072
562335;0.0007659203619321352
562392;0.0013526676912080722
562547;0.0011950832985227072
562548;0.0011950832985227072
562550;0.0011950832985227072
564188;0.0012363809553678081
564351;0.000407698837442317
564455;0.0011577586135716818
565091;0.0012469396631667707
565296;0.0007813845276247531
566201;0.0014897219454054133
566441;0.001379780426025533
566581;0.0011577586135716818
566988;0.001195083298522707
567521;0.00116420401450356
568324;0.0016237730111616523
568401;0.0011577586135716818
570041;0.0015181404020693148
570490;0.0013737856477695938
570847;0.0015181404020693148
571169;0.0013981609264672352
571179;0.0013981609264672352
571189;0.0013981609264672352
572461;0.0006699047331777391
572465;0.0005244844479247444
572471;0.0005244844479247444
572474;0.0005244844479247444
573385;0.0006699047331777391
573618;0.0014482969978394514
574318;0.0007813845276247531
574571;0.0015181404020693148
574777;0.0010768103376662924
574890;0.0013852070121838796
575444;0.001195083298522707
575937;0.0012469396631667707
576105;0.0011553161468876585
576158;0.0014482969978394514
576168;0.0006699047331777391
576541;0.0008049007110507488
576870;0.0013526676912080718
577021;0.0009284335511171683
577040;0.0012469396631667707
577153;0.0009955507532566103
577309;0.0004265208092591162
578021;0.0015181404020693148
578157;0.0006699047331777391
578204;0.001363120927151235
578547;0.0007813845276247532
578560;0.001518140402069315
578903;0.000407698837442317
578911;0.000407698837442317
578923;0.000407698837442317
578954;0.0007659203619321352
578956;0.0007659203619321352
578988;0.00116420401450356
579027;0.001379780426025533
579114;0.001379780426025533
579211;0.0006699047331777391
579458;0.0008049007110507488
579595;0.001187450933299365
579596;0.001187450933299365
580290;0.0006699047331777391
580470;0.0010268259324678437
580510;0.0010691384079853322
580706;0.0006699047331777391
580962;0.001187450933299365
581453;0.0005075886511085852
581630;0.0011047970442543047
582306;0.0016237730111616523
582665;0.0007813845276247532
582666;0.0007813845276247532
582673;0.0007813845276247532
582674;0.0007813845276247532
582675;0.0007813845276247532
582677;0.0007813845276247532
582678;0.0007813845276247532
582679;0.0007813845276247532
582973;0.0007813845276247532
583308;0.0005690084116597613
583541;0.0015181404020693148
583932;0.0006699047331777393
584485;0.001187450933299365
584707;0.0012469396631667707
584849;0.0006699047331777391
584883;0.0006699047331777391
584940;0.0010768103376662924
585241;0.00116420401450356
585246;0.00116420401450356
585387;0.0005690084116597613
586212;0.0010768103376662924
586379;0.0010842071743691604
586506;0.0009265718539343577
586715;0.0009265718539343577
586716;0.0009265718539343577
587613;0.0015181404020693148
587921;0.0006699047331777391
588201;0.0006699047331777391
588203;0.0006699047331777391
588205;0.0006699047331777391
588272;0.0014897219454054137
588357;0.0007659203619321352
588483;0.0009720345698306145
588665;0.0006699047331777391
589082;0.0005244844479247444
589512;0.000910001118170196
589693;0.0008243808712888996
590001;0.0006699047331777391
590394;0.0011950832985227072
590426;0.0008049007110507488
590515;0.0008748751797574109
590620;0.0008049007110507488
590640;0.0005690084116597613
590730;0.0009484342826108835
591049;0.0008049007110507488
591704;0.001374883443228224
591708;0.001374883443228224
591710;0.001374883443228224
591829;0.0016540871685435878
592106;0.0014786364903498258
592331;0.001518140402069315
592415;0.001195083298522707
592535;0.001199332657734328
592540;0.001199332657734328
592543;0.001199332657734328
592610;0.0010768103376662924
592701;0.0007659203619321352
592934;0.0007813845276247531
593262;0.0012043101379013953
593319;0.0011577586135716818
593377;0.0011577586135716818
594317;0.0005690084116597613
594861;0.001187450933299365
594957;0.0012156758732258341
595180;0.0008049007110507488
595340;0.0005075886511085852
595589;0.001518140402069315
595616;0.0005690084116597613
596194;0.0010268259324678437
596645;0.0012469396631667707
597409;0.0006699047331777391
597648;0.001363120927151235
598226;0.00116420401450356
598750;0.0010357581590986636
598960;0.0010268259324678437
599031;0.0015181404020693148
599872;0.000407698837442317
599909;0.0005690084116597613
600032;0.0005690084116597613
600171;0.0005690084116597613
600483;0.0011553161468876585
600486;0.0007813845276247531
600681;0.0013631209271512347
600716;0.0013625634931997436
600717;0.0009720345698306145
600883;0.0005075886511085852
600982;0.0008049007110507488
601244;0.0013390500757175612
601275;0.0011595460474553335
601493;0.0006699047331777391
601556;0.0014573766660851044
601647;0.001363120927151235
601821;0.0011921596897998387
601855;0.0010268259324678437
602014;0.0011595460474553335
602584;0.0006699047331777391
602611;0.0009720345698306145
602655;0.0011595460474553335
602677;0.0011595460474553335
602681;0.0011109693938108165
602716;0.0013625634931997436
602885;0.0015181404020693148
603446;0.0011482563625965117
603939;0.0014786364903498258
603978;0.0005690084116597613
604374;0.0013526676912080722
604375;0.0006768362349814311
604376;0.0013526676912080722
604379;0.0013526676912080722
604381;0.0013526676912080722
604383;0.0013526676912080722
604387;0.0013526676912080722
604388;0.0013526676912080722
604389;0.0013526676912080722
604390;0.0013526676912080722
604475;0.0013526676912080722
604480;0.0013526676912080722
604492;0.0013526676912080722
604493;0.0013526676912080722
604515;0.0013526676912080722
604523;0.0013526676912080722
604526;0.0013526676912080722
604528;0.0013526676912080722
604533;0.0013526676912080722
604534;0.0013526676912080722
604535;0.0013526676912080722
604536;0.0013526676912080722
604540;0.0013526676912080722
604542;0.0013526676912080722
604543;0.0013526676912080722
604544;0.0013526676912080722
604546;0.0013526676912080722
604548;0.0013526676912080722
604549;0.0013526676912080722
604553;0.0013526676912080722
604554;0.0013526676912080722
604566;0.0011553161468876585
604576;0.0010268259324678437
604850;0.0015181404020693148
605073;0.0011950832985227072
605121;0.0012469396631667707
605232;0.0013526676912080722
605354;0.00116420401450356
605422;0.0008748751797574109
605425;0.0008748751797574109
605426;0.0008748751797574109
605428;0.0008748751797574109
605429;0.0008748751797574109
605430;0.0008748751797574109
605431;0.0008748751797574109
605432;0.0008748751797574109
605433;0.0008748751797574109
605434;0.0008748751797574109
605435;0.0008748751797574109
605436;0.0008748751797574109
605439;0.0008748751797574109
605440;0.0008748751797574109
605443;0.0008748751797574109
605459;0.0008748751797574109
605460;0.0008748751797574109
605463;0.0008748751797574109
605922;0.001363120927151235
606314;0.000407698837442317
606340;0.000407698837442317
606347;0.000407698837442317
606350;0.000407698837442317
606351;0.000407698837442317
606376;0.0005690084116597613
606516;0.000407698837442317
606517;0.000407698837442317
606884;0.0011482563625965117
606903;0.0003826180971344549
607170;0.0003826180971344549
607174;0.0003826180971344549
607175;0.0003826180971344549
607428;0.0005690084116597613
607731;0.0015181404020693148
607938;0.0009720345698306145
608268;0.0016237730111616523
608394;0.0006982386933144468
608585;0.0013966515478722184
608728;0.0010597125069923467
608883;0.001007407699572261
609114;0.0016237730111616523
609733;0.0009177923463697296
609850;0.0016237730111616523
609945;0.0011553161468876585
610115;0.0009265718539343577
610738;0.0013981609264672352
610885;0.0007813845276247532
610898;0.00116420401450356
611002;0.0014023712461393037
611097;0.0007788808739847795
611410;0.0011047970442543047
611416;0.0011047970442543047
611556;0.0008049007110507488
611662;0.001518140402069315
611787;0.001363120927151235
611835;0.0011921596897998387
611843;0.0011921596897998387
611853;0.0011921596897998387
611922;0.0013805740196216943
612358;0.0005075886511085852
612444;0.0016237730111616523
612644;0.0009265718539343577
612809;0.0006699047331777391
613344;0.0006699047331777391
613502;0.0006699047331777391
613687;0.0015181404020693148
613755;0.0013966515478722184
613828;0.0011595460474553335
613840;0.0011047970442543047
614011;0.0014786364903498258
614268;0.0016237730111616523
614381;0.0011645776400275878
614401;0.0010597125069923467
614523;0.0005075886511085852
614588;0.0005075886511085852
614977;0.0013981609264672352
615067;0.0013966290978829606
615186;0.0010597125069923467
615187;0.0006699047331777391
615467;0.0015425527367733207
615479;0.001398160926467235
615480;0.001398160926467235
615483;0.0006699047331777393
615519;0.0011482563625965117
615629;0.0015425527367733207
615631;0.0015425527367733207
615654;0.0005075886511085852
615810;0.0012469396631667707
615811;0.001379780426025533
615870;0.001398160926467235
615885;0.0006699047331777391
615914;0.0007813845276247531
616135;0.0015181404020693148
